title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
480-049-906,480-049-906,480049906,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.906,0.906,23.01,2.301,Maximum,Maximum,Maximum,Maximum,0.469,0.469,11.91,1.191,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.48,0.48,12.19,1.219,Minimum,Minimum,Minimum,Minimum,0.049,0.049,1.24,0.124,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,641.2,641.2,2852.2,290.8,290848.3,0.073,0.073,1.85,0.185,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,15/32,M11,0.006771
480-049-984,480-049-984,480049984,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.984,0.984,24.99,2.499,Maximum,Maximum,Maximum,Maximum,0.469,0.469,11.91,1.191,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.48,0.48,12.19,1.219,Minimum,Minimum,Minimum,Minimum,0.049,0.049,1.24,0.124,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,604,604,2686.7,274,273974.4,0.077,0.077,1.96,0.196,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,15/32,M11,0.008462
480-059-1240,480-059-1240,4800591240,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.24,1.24,31.5,3.15,Maximum,Maximum,Maximum,Maximum,0.469,0.469,11.91,1.191,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.48,0.48,12.19,1.219,Minimum,Minimum,Minimum,Minimum,0.059,0.059,1.5,0.15,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,744.4,744.4,3311.3,337.7,337659.8,0.093,0.093,2.36,0.236,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,15/32,M11,0.018051
500-030-1000,500-030-1000,5000301000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.03,0.03,0.76,0.076,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,92.278,92.3,410.5,41.9,41857.3,0.049,0.049,1.24,0.124,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.005266
500-030-1375,500-030-1375,5000301375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.03,0.03,0.76,0.076,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,83.321,83.3,370.6,37.8,37794.4,0.066,0.066,1.68,0.168,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.01152
500-032-1375,500-032-1375,5000321375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.032,0.032,0.81,0.081,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,106.739,106.7,474.8,48.4,48416.8,0.07,0.07,1.78,0.178,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.012288
500-033-1000,500-033-1000,5000331000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.033,0.033,0.84,0.084,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,122.822,122.8,546.3,55.7,55712.1,0.052,0.052,1.32,0.132,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.005793
500-035-1000,500-035-1000,5000351000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,169.7,169.7,754.9,77,76975.9,0.057,0.057,1.45,0.145,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.006144
500-038-1000,500-038-1000,5000381000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.038,0.038,0.97,0.097,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,197.407,197.4,878.1,89.5,89543.8,0.058,0.058,1.47,0.147,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.00667
500-038-1375,500-038-1375,5000381375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.038,0.038,0.97,0.097,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,206.963,207,920.6,93.9,93878.4,0.082,0.082,2.08,0.208,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.014591
500-039-1100,500-039-1100,5000391100,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.1,1.1,27.94,2.794,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.039,0.039,0.99,0.099,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,295,295,1312.2,133.8,133812,0.074,0.074,1.88,0.188,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.008763
500-042-1000,500-042-1000,5000421000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,239.884,239.9,1067.1,108.8,108811.4,0.06,0.06,1.52,0.152,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.007373
500-042-830,500-042-830,500042830,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.83,0.83,21.08,2.108,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,559.3,559.3,2487.9,253.7,253698.5,0.067,0.067,1.7,0.17,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.004314
500-045-1000,500-045-1000,5000451000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.045,0.045,1.14,0.114,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,262.264,262.3,1166.6,119,118963,0.061,0.061,1.55,0.155,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/2,M12,0.007899
500-045-1375,500-045-1375,5000451375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.045,0.045,1.14,0.114,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,390.568,390.6,1737.3,177.2,177161.6,0.095,0.095,2.41,0.241,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.017279
500-047-1500,500-047-1500,5000471500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.047,0.047,1.19,0.119,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,340.402,340.4,1514.2,154.4,154406.3,0.093,0.093,2.36,0.236,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.022001
500-049-1100,500-049-1100,5000491100,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.1,1.1,27.94,2.794,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.049,0.049,1.24,0.124,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,568.4,568.4,2528.4,257.8,257826.2,0.083,0.083,2.11,0.211,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.01101
500-050-1000,500-050-1000,5000501000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,562.123,562.1,2500.4,255,254979,0.075,0.075,1.91,0.191,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.008777
500-059-1100,500-059-1100,5000591100,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.1,1.1,27.94,2.794,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.059,0.059,1.5,0.15,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,817.1,817.1,3634.6,370.6,370636.6,0.087,0.087,2.21,0.221,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.013257
500-060-1262,500-060-1262,5000601262,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.262,1.262,32.05,3.205,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.06,0.06,1.52,0.152,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,692.7,692.7,3081.3,314.2,314208.7,0.091,0.091,2.31,0.231,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.018855
500-062-1125,500-062-1125,5000621125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,674.1,674.1,2998.5,305.8,305771.8,0.083,0.083,2.11,0.211,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.014738
500-070-1500,500-070-1500,5000701500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.07,0.07,1.78,0.178,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,831.216,831.2,3697.4,377,377039.6,0.104,0.104,2.64,0.264,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.032767
500-073-1000,500-073-1000,5000731000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.073,0.073,1.85,0.185,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1259.571,1259.6,5602.9,571.3,571341.4,0.091,0.091,2.31,0.231,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.012814
500-080-1000,500-080-1000,5000801000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.08,0.08,2.03,0.203,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2118.261,2118.3,9422.5,960.8,960843.2,0.103,0.103,2.62,0.262,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.014043
500-080-1500,500-080-1500,5000801500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.08,0.08,2.03,0.203,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,656.876,656.9,2921.9,298,297959,0.098,0.098,2.49,0.249,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/2,M12,0.037448
500-087-1375,500-087-1375,5000871375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.087,0.087,2.21,0.221,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2032.1,2032.1,9039.2,921.8,921760.6,0.123,0.123,3.12,0.312,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.033407
500-089-928,500-089-928,500089928,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.928,0.928,23.57,2.357,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.089,0.089,2.26,0.226,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2779.3,2779.3,12362.9,1260.7,1260690.5,0.107,0.107,2.72,0.272,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.012731
500-098-1312,500-098-1312,5000981312,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.312,1.312,33.32,3.332,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.098,0.098,2.49,0.249,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2948.3,2948.3,13114.7,1337.3,1337348.9,0.131,0.131,3.33,0.333,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.033748
500-100-1063,500-100-1063,5001001063,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.063,1.063,27,2.7,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.1,0.1,2.54,0.254,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2470.1,2470.1,10987.6,1120.4,1120437.4,0.116,0.116,2.95,0.295,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.020596
500-102-1500,500-102-1500,5001021500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.102,0.102,2.59,0.259,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,1966.6,1966.6,8747.9,892,892049.8,0.128,0.128,3.25,0.325,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.047746
500-104-1312,500-104-1312,5001041312,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.312,1.312,33.32,3.332,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.104,0.104,2.64,0.264,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4271.1,4271.1,18998.8,1937.4,1937371,0.144,0.144,3.66,0.366,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.035814
500-112-1312,500-112-1312,5001121312,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.312,1.312,33.32,3.332,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.112,0.112,2.84,0.284,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,3867.5,3867.5,17203.5,1754.3,1754298,0.141,0.141,3.58,0.358,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.038569
500-125-1125,500-125-1125,5001251125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.125,0.125,3.18,0.318,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,5261.1,5261.1,23402.5,2386.4,2386435,0.145,0.145,3.68,0.368,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/2,M12,0.029713
500-140-1625,500-140-1625,5001401625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.5,0.5,12.7,1.27,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.5,0.5,12.7,1.27,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4642.2,4642.2,20649.5,2105.7,2105701.9,0.168,0.168,4.27,0.427,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,1/2,M12,0.078333
531-062-1000,531-062-1000,5310621000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1023.4,1023.4,4552.3,464.2,464214.2,0.085,0.085,2.16,0.216,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,17/32,M12,0.010419
531-062-1125,531-062-1125,5310621125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,690.921,690.9,3073.4,313.4,313401.8,0.083,0.083,2.11,0.211,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,17/32,M12,0.014274
531-062-1250,531-062-1250,5310621250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,768.206,768.2,3417.2,348.5,348458.2,0.092,0.092,2.34,0.234,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,17/32,M12,0.018582
531-074-1218,531-074-1218,5310741218,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.218,1.218,30.94,3.094,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.074,0.074,1.88,0.188,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1387.3,1387.3,6171,629.3,629279.3,0.104,0.104,2.64,0.264,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,17/32,M12,0.020811
531-078-1250,531-078-1250,5310781250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.078,0.078,1.98,0.198,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1274.693,1274.7,5670.1,578.2,578200.7,0.103,0.103,2.62,0.262,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,17/32,M12,0.023377
531-090-1063,531-090-1063,5310901063,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.063,1.063,27,2.7,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.09,0.09,2.29,0.229,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1855.8,1855.8,8255,841.8,841790.9,0.106,0.106,2.69,0.269,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,17/32,M12,0.017863
531-090-1250,531-090-1250,5310901250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.531,0.531,13.49,1.349,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.531,0.531,13.49,1.349,Minimum,Minimum,Minimum,Minimum,0.09,0.09,2.29,0.229,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1879.8,1879.8,8361.8,852.7,852677.3,0.114,0.114,2.9,0.29,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,17/32,M12,0.026974
